종목,날짜,시가,고가,저가,종가,수익률,변동성,거래량,매수량,매도량,외국인순거래량,기관순거래량,개인순거래량
삼성전자,2016-04-28,1300000,1300000,1261000,1265000,-0.02729,0.00074,293069,116009,177059,-43941,-2426,46482
삼성전자,2016-04-29,1260000,1267000,1242000,1245000,-0.01594,0.00025,325078,119618,205459,18493,-73543,28630
삼성전자,2016-05-02,1247000,1262000,1245000,1250000,0.00401,0.00002,140552,80645,59906,17193,-45201,5926
삼성전자,2016-05-03,1267000,1270000,1256000,1261000,0.00876,0.00008,158066,87158,70907,35117,-41326,-6776
삼성전자,2016-05-04,1272000,1290000,1262000,1290000,0.02274,0.00052,294055,207023,87031,66809,-49212,-30417
삼성전자,2016-05-09,1290000,1300000,1285000,1299000,0.00695,0.00005,312894,195185,117708,-7919,24099,-42111
삼성전자,2016-05-10,1299000,1300000,1288000,1296000,-0.00231,0.00001,171191,86989,84201,-9541,-4791,-12390
삼성전자,2016-05-11,1296000,1299000,1287000,1292000,-0.00309,0.00001,176688,77419,99268,35690,-50082,-11322
삼성전자,2016-05-12,1292000,1292000,1275000,1281000,-0.00855,0.00007,152302,54691,97610,-8175,-25405,6975
삼성전자,2016-05-13,1281000,1281000,1251000,1253000,-0.02210,0.00049,245698,110980,134717,-45111,-22033,39665
한국전력,2015-05-18,47000,47200,45900,46700,-0.00214,0.00000,698912,220008,478903,178729,-172375,15848
한국전력,2015-05-19,46250,46700,46000,46100,-0.01293,0.00017,559866,242391,317474,38640,-187673,149187
한국전력,2015-05-20,46500,48000,46200,47900,0.03830,0.00147,1091430,811597,279832,23066,391014,-402536
한국전력,2015-05-21,47900,48650,47100,47450,-0.00944,0.00009,921140,490177,430962,-13563,56678,-53267
한국전력,2015-05-22,47800,48500,47500,48500,0.02189,0.00048,834322,512289,322032,310886,44736,-358085
한국전력,2015-05-26,48050,48450,47000,47000,-0.03142,0.00099,890284,286005,604278,-96833,-128232,221909
한국전력,2015-05-27,46500,47250,45650,45750,-0.02696,0.00073,1182850,420704,762145,-129030,-177853,319924
한국전력,2015-05-28,45850,46750,45700,45700,-0.00109,0.00000,1041765,392771,648993,162295,-244118,81577
한국전력,2015-05-29,45700,46350,45700,46200,0.01088,0.00012,1047784,308867,738916,116620,-125389,9861
한국전력,2015-06-01,46300,46700,45200,45500,-0.01527,0.00023,1272257,448842,823414,13195,-234078,222149
한국전력,2015-06-02,45950,46150,45250,45850,0.00766,0.00006,1382784,769195,613588,160160,56119,-114855
한국전력,2015-06-03,45850,46700,45000,45300,-0.01207,0.00015,890978,384884,506093,65142,-146229,81051
한국전력,2015-06-04,44800,45250,44100,44500,-0.01782,0.00032,1133192,477523,655668,-208222,-234777,436719
한국전력,2015-06-05,44500,45250,44150,44800,0.00672,0.00005,786751,365420,421330,91488,-33813,-63709
한국전력,2015-06-08,44400,45100,44350,44800,0.00000,0.00000,583672,341081,242590,-78067,64956,4663
한국전력,2015-06-09,45000,45100,44450,44700,-0.00223,0.00000,724961,287156,437804,-24940,-82826,112485
한국전력,2015-06-10,44500,44700,43400,43700,-0.02263,0.00051,1553767,493681,1060085,-139311,-308684,449125
한국전력,2015-06-11,43750,44200,43000,43850,0.00343,0.00001,1251599,609950,641648,-203771,24806,175228
한국전력,2015-06-12,44000,44350,43150,43500,-0.00801,0.00006,945269,412032,533236,-292037,250125,40817
한국전력,2015-06-15,43000,44650,42600,43800,0.00687,0.00005,1266926,750045,516880,-308298,373676,-92485
한국전력,2015-06-16,43800,44350,40800,43000,-0.01843,0.00034,3933484,1905810,2027673,-976910,574998,372812
한국전력,2015-06-17,42950,42950,41800,42700,-0.00700,0.00005,1077422,607281,470140,-237331,222219,11404
한국전력,2015-06-18,42750,42900,42000,42450,-0.00587,0.00003,1216574,665639,550934,-190383,268077,-81029
한국전력,2015-06-19,42750,44600,42550,44100,0.03813,0.00145,1244026,712186,531839,256275,79366,-318838
한국전력,2015-06-22,46000,46550,45550,46200,0.04652,0.00216,1999926,1171353,828572,573612,-11,-561347
한국전력,2015-06-23,46950,47650,45850,46050,-0.00325,0.00001,1333199,770644,562554,373397,-17107,-358822
한국전력,2015-06-24,46500,46700,45450,45450,-0.01311,0.00017,724346,290293,434052,14808,-48162,33413
한국전력,2015-06-25,45100,45700,44550,45100,-0.00773,0.00006,684339,303833,380505,-76282,103440,-30125
한국전력,2015-06-26,45100,45400,44700,45200,0.00221,0.00000,528062,235571,292490,140254,-72697,-62050
한국전력,2015-06-29,44700,45250,44000,44800,-0.00889,0.00008,659408,362002,297405,-101246,216542,-109059
한국전력,2015-06-30,45000,46150,44950,45800,0.02208,0.00049,902335,460728,441606,127827,113143,-236935
한국전력,2015-07-01,46200,46650,45850,46350,0.01194,0.00014,706855,305118,401736,175095,47190,-225842
한국전력,2015-07-02,46300,46900,46250,46600,0.00538,0.00003,800572,391845,408726,141904,37325,-183437
한국전력,2015-07-03,46850,47100,46250,46900,0.00642,0.00004,641125,340916,300208,123311,91009,-208564
한국전력,2015-07-06,46700,47300,46450,47000,0.00213,0.00000,1026470,539344,487125,-33448,282059,-234472
한국전력,2015-07-07,46650,47000,45800,46550,-0.00962,0.00009,931642,508994,422647,-239906,263867,-27011
한국전력,2015-07-08,46950,47600,45850,47250,0.01493,0.00022,1054521,533203,521317,108991,150568,-260653
한국전력,2015-07-09,47200,48350,47200,48050,0.01679,0.00028,1981662,1220801,760860,211729,401330,-624045
한국전력,2015-07-10,48100,48250,47300,47400,-0.01362,0.00019,822930,462138,360791,70455,-125135,53468
한국전력,2015-07-13,47500,48750,47400,48000,0.01258,0.00016,831013,404677,426335,159751,-47958,-112071
한국전력,2015-07-14,47650,49000,47550,49000,0.02062,0.00043,1070820,591126,479693,602963,-133788,-473316
한국전력,2015-07-15,48750,49050,48200,49050,0.00102,0.00000,687053,363368,323684,41078,-10186,-33377
한국전력,2015-07-16,49300,49400,48400,48900,-0.00306,0.00001,488493,216730,271762,66073,-48578,-17395
한국전력,2015-07-17,49000,49200,48500,49050,0.00306,0.00001,540005,264829,275175,153369,-30029,-120840
한국전력,2015-07-20,49100,50000,48850,49900,0.01718,0.00030,672296,427397,244898,315330,-62088,-240604
한국전력,2015-07-21,50400,50400,49550,50400,0.00997,0.00010,691866,393660,298205,219048,30865,-242302
한국전력,2015-07-22,50200,50200,48550,48650,-0.03534,0.00125,898191,278064,620126,-123153,-86883,176664
한국전력,2015-07-23,48400,49750,47800,49750,0.02236,0.00050,677605,322875,354729,151622,-85028,-61125
한국전력,2015-07-24,48800,49200,48000,48150,-0.03269,0.00107,659600,256938,402661,-11895,-109741,116588
한국전력,2015-07-27,47600,48350,47000,47650,-0.01044,0.00011,895221,377033,518187,91929,-146181,48292
한국전력,2015-07-28,47700,48450,46800,48200,0.01148,0.00013,894713,486596,408116,-138689,111244,10872
한국전력,2015-07-29,47700,48500,47200,48500,0.00620,0.00004,613734,358490,255243,126641,-94011,-31253
한국전력,2015-07-30,49250,49300,48250,48600,0.00206,0.00000,935264,561606,373657,-20558,102590,-81596
한국전력,2015-07-31,49300,50900,49000,50900,0.04624,0.00214,1890287,1183056,707230,741739,-84378,-648655
한국전력,2015-08-03,50500,52500,50500,52200,0.02522,0.00064,1192632,774985,417646,175936,109479,-277450
한국전력,2015-08-04,51500,52100,50600,51700,-0.00962,0.00009,928220,535854,392365,-153139,47173,104683
한국전력,2015-08-05,51400,51900,49800,51600,-0.00194,0.00000,1690110,868072,822037,-139084,-134514,263570
한국전력,2015-08-06,51800,53100,50200,51100,-0.00974,0.00009,2059980,1048698,1011281,326323,-469404,150463
한국전력,2015-08-07,51100,52000,50600,51000,-0.00196,0.00000,1006043,430996,575046,290634,-257463,-33076
한국전력,2015-08-10,51000,51900,50300,51300,0.00587,0.00003,731751,365087,366663,-11910,25173,-13698
한국전력,2015-08-11,51300,51500,49400,50300,-0.01969,0.00039,1080337,428707,651629,-138450,-38224,165042
한국전력,2015-08-12,50000,50300,49250,49800,-0.00999,0.00010,992349,600967,391381,-197996,234306,-46322
한국전력,2015-08-13,49800,50000,48650,49600,-0.00402,0.00002,840887,372661,468225,-64478,-4325,66439
한국전력,2015-08-17,50700,50900,49400,50500,0.01798,0.00032,878215,500341,377873,11010,64348,-75724
한국전력,2015-08-18,50500,51500,50200,50800,0.00592,0.00004,916618,479028,437589,-14769,128227,-116200
한국전력,2015-08-19,51000,51400,49950,50600,-0.00394,0.00002,778190,385996,392193,-13864,76088,-70403
한국전력,2015-08-20,50100,51700,49800,51700,0.02151,0.00046,916378,635753,280624,61874,177531,-245479
한국전력,2015-08-21,51300,51500,48950,49500,-0.04349,0.00189,1767231,737616,1029614,-466251,438555,16195
한국전력,2015-08-24,48600,49200,46750,47700,-0.03704,0.00137,1728776,722971,1005804,-555494,439173,120248
한국전력,2015-08-25,48000,48450,47100,47500,-0.00420,0.00002,1543484,682837,860646,-159579,-119009,272888
한국전력,2015-08-26,47600,50200,47300,49150,0.03415,0.00117,1726462,807886,918575,361079,-97868,-257290
한국전력,2015-08-27,49000,49850,48400,49500,0.00710,0.00005,1280812,668744,612067,71031,-58356,-13441
한국전력,2015-08-28,50000,51100,49100,49200,-0.00608,0.00004,1191595,567298,624296,194587,-329468,135683
한국전력,2015-08-31,49050,49550,48000,48000,-0.02469,0.00061,1460585,317806,1142778,-20684,-199492,217970
한국전력,2015-09-01,47950,48550,47750,48500,0.01036,0.00011,841190,457680,383509,180960,-134732,-45930
한국전력,2015-09-02,48100,48500,47650,47650,-0.01768,0.00031,1084643,369603,715039,-268724,66240,170226
한국전력,2015-09-03,47800,48500,46750,47500,-0.00315,0.00001,1171554,469099,702454,86372,-242672,153905
한국전력,2015-09-04,47100,47600,46750,46750,-0.01592,0.00025,901100,350170,550929,-26645,-105184,119874
한국전력,2015-09-07,46300,47300,46100,47300,0.01170,0.00014,836722,410952,425769,-15028,107525,-90020
한국전력,2015-09-08,47200,47300,45600,46300,-0.02137,0.00046,1374763,492713,882049,-148945,82,138414
한국전력,2015-09-09,47150,47650,46400,47650,0.02874,0.00083,1042311,532922,509388,16642,114708,-120115
한국전력,2015-09-10,47600,49250,47250,49250,0.03303,0.00109,1427275,1041660,385614,138360,183420,-321722
한국전력,2015-09-11,49200,49200,48050,48050,-0.02467,0.00061,650518,197763,452754,41696,-103892,62685
한국전력,2015-09-14,48450,49100,48100,48650,0.01241,0.00015,502513,274129,228383,42268,20548,-58687
한국전력,2015-09-15,49100,49450,48500,48650,0.00000,0.00000,698707,376885,321821,-151560,194545,-38472
한국전력,2015-09-16,49000,49700,48450,48700,0.00103,0.00000,958799,402392,556406,47420,15078,-55121
한국전력,2015-09-17,49350,49400,47500,47650,-0.02180,0.00048,1115233,360217,755015,-67371,-135555,216773
한국전력,2015-09-18,48200,48700,47400,47500,-0.00315,0.00001,1135770,341691,794078,-79216,-42851,131061
한국전력,2015-09-21,47700,47950,47000,47400,-0.00211,0.00000,792552,402804,389747,-156331,114292,38527
한국전력,2015-09-22,47900,49700,47750,49700,0.04738,0.00225,1607776,995266,612509,451942,54567,-505135
한국전력,2015-09-23,49150,49600,48300,48300,-0.02857,0.00082,626531,278438,348092,-169840,75340,91109
한국전력,2015-09-24,48900,49100,48400,48800,0.01030,0.00011,529377,294275,235101,-66096,93216,-27312
한국전력,2015-09-25,48500,49450,48350,49050,0.00511,0.00003,733878,369851,364026,-117415,208171,-88726
한국전력,2015-09-30,48700,49000,48050,49000,-0.00102,0.00000,1086834,641410,445423,96721,-109777,13272
한국전력,2015-10-01,49050,49450,48600,49000,0.00000,0.00000,600778,267049,333728,-12879,2287,12725
한국전력,2015-10-02,48700,49650,48250,48250,-0.01542,0.00024,645457,303583,341873,-175647,44548,126824
한국전력,2015-10-05,49000,49000,48450,48950,0.01440,0.00021,546982,302946,244035,152559,-88994,-62995
한국전력,2015-10-06,49100,49600,48800,49200,0.00509,0.00003,606849,385006,221842,49198,13688,-62413
한국전력,2015-10-07,49600,49600,48150,48350,-0.01743,0.00030,756370,227661,528708,-53235,-158330,200603
한국전력,2015-10-08,48850,48850,47450,48350,0.00000,0.00000,1111954,560908,551045,-15849,-127660,123924
한국전력,2015-10-12,48600,48800,47750,48250,-0.00207,0.00000,713303,317529,395773,1127,-31892,28153
한국전력,2015-10-13,48100,48300,47650,48300,0.00104,0.00000,682773,313866,368906,36534,-69992,32995
한국전력,2015-10-14,48650,50700,48500,49950,0.03359,0.00113,1695422,1075478,619943,-205082,522519,-316717
한국전력,2015-10-15,50500,50900,50100,50600,0.01293,0.00017,886280,451146,435133,225214,-20590,-201032
한국전력,2015-10-16,50600,51700,50300,51400,0.01569,0.00025,904400,521358,383041,254963,-16504,-230112
한국전력,2015-10-19,51400,51800,50600,51800,0.00775,0.00006,529348,279690,249657,102304,-39243,-64352
한국전력,2015-10-20,51400,53000,51000,52300,0.00961,0.00009,1313124,601133,711990,372323,-76769,-272144
한국전력,2015-10-21,52900,53000,52300,52500,0.00382,0.00001,799217,320672,478544,260870,-152907,-105780
한국전력,2015-10-22,51800,52600,51600,52500,0.00000,0.00000,538397,222640,315756,131274,-78811,-52769
한국전력,2015-10-23,52600,53900,51500,51800,-0.01342,0.00018,897347,428170,469176,146962,-55301,-86643
한국전력,2015-10-26,51800,53000,51700,53000,0.02290,0.00052,488705,264095,224609,130496,-54483,-81125
한국전력,2015-10-27,52500,54000,52500,53300,0.00564,0.00003,651986,376816,275169,28990,-16339,-9197
한국전력,2015-10-28,52500,53300,51700,52500,-0.01512,0.00023,715522,310241,405280,-146249,33185,113285
한국전력,2015-10-29,51800,52200,50900,51600,-0.01729,0.00030,679110,285970,393139,-53898,-46865,97422
한국전력,2015-10-30,51600,52100,51100,51400,-0.00388,0.00002,641398,404369,237028,-54621,40200,14709
한국전력,2015-11-02,51200,51900,50600,50700,-0.01371,0.00019,634229,226993,407235,-74600,-21584,95821
한국전력,2015-11-03,50700,52000,50600,52000,0.02532,0.00064,647561,279084,368476,31311,39568,-43846
한국전력,2015-11-04,52000,53000,51600,53000,0.01905,0.00036,579872,314666,265205,60719,-70630,-45079
한국전력,2015-11-05,52400,53400,51100,52500,-0.00948,0.00009,1444143,674056,770086,84423,-274098,188599
한국전력,2015-11-06,52200,53600,50100,52700,0.00380,0.00001,1162449,639059,523389,75153,112130,-184252
한국전력,2015-11-09,52800,53500,52200,52700,0.00000,0.00000,765828,495894,269933,-48375,57152,-10892
한국전력,2015-11-10,52000,52200,49950,50500,-0.04264,0.00182,1881672,780828,1100843,-541774,-35660,563367
한국전력,2015-11-11,50500,51100,50400,50700,0.00395,0.00002,565659,168342,397316,241761,-209511,-27046
한국전력,2015-11-12,51000,51000,49600,49600,-0.02194,0.00048,810739,270678,540060,-81451,-116948,189854
한국전력,2015-11-13,49250,49700,48850,49200,-0.00810,0.00007,954036,477041,476994,-24686,-20097,44842
한국전력,2015-11-16,48800,50100,48600,49800,0.01212,0.00015,1024893,577712,447180,277269,-60263,-218031
한국전력,2015-11-17,50300,50700,49400,50000,0.00401,0.00002,694741,342008,352732,88636,-57989,-33193
한국전력,2015-11-18,50400,51400,50200,50800,0.01587,0.00025,810080,356151,453928,200337,-61708,-133348
한국전력,2015-11-19,51300,51400,50100,50600,-0.00394,0.00002,862572,411671,450900,40053,-92981,57064
한국전력,2015-11-20,50300,50600,49850,50400,-0.00396,0.00002,780240,318340,461899,72742,-139213,63384
한국전력,2015-11-23,50100,50200,49850,50100,-0.00597,0.00004,499469,209921,289547,12287,-102308,88900
한국전력,2015-11-24,50000,50400,49300,49600,-0.01003,0.00010,1319886,520148,799737,-48966,-138371,183436
한국전력,2015-11-25,49600,49750,49000,49100,-0.01013,0.00010,859292,250986,608305,116147,-340608,220359
한국전력,2015-11-26,49450,49800,49050,49350,0.00508,0.00003,1183765,498953,684811,82029,-225178,153961
한국전력,2015-11-27,49500,50300,49400,49750,0.00807,0.00007,843407,310043,533363,91217,-125424,34883
한국전력,2015-11-30,49750,49850,48950,48950,-0.01621,0.00026,1446188,246828,1199359,-78540,-72402,141766
한국전력,2015-12-01,49250,50100,49250,49750,0.01621,0.00026,889510,472662,416847,173003,-101634,-73318
한국전력,2015-12-02,49750,49800,48750,48750,-0.02031,0.00041,839462,207717,631744,-147972,-122562,272045
한국전력,2015-12-03,48700,49150,48300,48950,0.00409,0.00002,591690,305545,286144,2405,-56880,55110
한국전력,2015-12-04,48600,48750,47850,47950,-0.02064,0.00043,1076296,419176,657119,-296894,4351,287832
한국전력,2015-12-07,48250,48500,47300,47500,-0.00943,0.00009,698030,253424,444605,-64001,-28432,89010
한국전력,2015-12-08,47700,48400,47350,48400,0.01877,0.00035,1073499,582846,490652,-60139,90943,-29243
한국전력,2015-12-09,48800,49750,48750,49650,0.02550,0.00065,1251828,754320,497507,398161,75368,-479665
한국전력,2015-12-10,49650,49700,48450,48650,-0.02035,0.00041,1075584,274583,801000,-26674,-80483,101889
한국전력,2015-12-11,48550,49050,47850,48600,-0.00103,0.00000,969353,510292,459060,-223906,162028,60924
한국전력,2015-12-14,48850,49450,48100,49450,0.01734,0.00030,804443,474279,330163,50645,190906,-236042
한국전력,2015-12-15,49250,49450,48600,48700,-0.01528,0.00023,639572,236615,402956,-274357,208335,65747
한국전력,2015-12-16,49300,49300,48600,48850,0.00308,0.00001,1005982,391153,614828,-34582,-30082,66503
한국전력,2015-12-17,49500,49850,49200,49850,0.02026,0.00041,1023689,542519,481169,156314,43740,-199829
한국전력,2015-12-18,49550,49800,49250,49700,-0.00301,0.00001,797819,240332,557486,-16518,37940,-23868
한국전력,2015-12-21,49800,49900,49350,49500,-0.00403,0.00002,917221,393902,523318,126548,94713,-163611
한국전력,2015-12-22,49700,50100,49500,49950,0.00905,0.00008,1335742,809092,526649,250298,-52062,-194331
한국전력,2015-12-23,50000,50400,49900,50300,0.00698,0.00005,1079479,531742,547736,126412,10367,-147245
한국전력,2015-12-24,50400,50500,50100,50300,0.00000,0.00000,661239,339060,322178,178162,56277,-245149
한국전력,2015-12-28,50300,50400,49400,49400,-0.01805,0.00033,956789,296570,660218,247814,-54228,-190004
한국전력,2015-12-29,48700,49700,48500,49650,0.00505,0.00003,811491,345009,466481,77127,-219721,154087
한국전력,2015-12-30,49650,50300,49450,50000,0.00702,0.00005,743735,398149,345585,108941,-95623,-6506
한국전력,2016-01-04,50100,50300,48900,50000,0.00000,0.00000,1168262,561404,606857,128655,-154950,-18590
한국전력,2016-01-05,49650,51300,49650,50700,0.01390,0.00019,881713,596378,285334,42012,191798,-227581
한국전력,2016-01-06,51200,51400,50400,50800,0.00197,0.00000,770189,427273,342915,80583,-13298,-62918
한국전력,2016-01-07,51000,51100,49950,50300,-0.00989,0.00010,533328,209037,324290,82942,-21879,-49255
